id,title,imdbID,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,US Gross,Worldwide Gross,US DVD Sales,Production Budget,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,IMDB Rating,IMDB Votes
1590,Event Horizon,119081,1997,event_horizon,4.3,33,7,26,21,5.2,5,1,4,20,3.2,15014,63,26673242,26673242,,60000000.0,R,95.0,Paramount Pictures,Original Screenplay,Horror,Science Fiction,Paul Anderson,6.3,44671.0
1591,Spawn,120177,1997,spawn,4,40,8,32,20,4.2,9,2,7,22,2.8,18405,46,54979992,87949859,,40000000.0,PG-13,97.0,New Line,Based on Comic/Graphic Novel,Action,Contemporary Fiction,,4.8,21366.0
1592,Air Bud,118570,1997,air_bud,4.9,20,9,11,45,0,4,2,2,50,2.6,11606,42,24646936,27555061,,3000000.0,PG,97.0,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Charles Martin Smith,4.6,4698.0
1594,In the Company of Men,119361,1997,in_the_company_of_men,7.9,53,47,6,88,7.9,13,12,1,92,3.7,1900,80,2883661,2883661,,25000.0,R,,Sony Pictures Classics,Based on Play,Drama,Contemporary Fiction,Neil LaBute,7.2,7601.0
1597,Conspiracy Theory,118883,1997,conspiracy_theory,6.2,41,21,20,51,6.1,14,6,8,42,3.2,14632,66,76118990,137118990,,80000000.0,R,135.0,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Richard Donner,6.5,35719.0
1604,Money Talks,119695,1997,,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,41076865,41076865,,25000000.0,R,95.0,New Line,Original Screenplay,Action,Contemporary Fiction,Brett Ratner,5.7,8640.0
1608,Air Force One,118571,1997,air_force_one,7,50,39,11,78,7.1,18,15,3,83,3.2,26434,62,172956409,315268353,,85000000.0,R,124.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Wolfgang Petersen,6.3,61394.0
1610,The Hunt for Red October,99810,1990,hunt_for_red_october,7.8,42,40,2,95,0,4,3,1,75,3.6,18875,84,120709866,200500000,,30000000.0,,,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,John McTiernan,7.6,55202.0
1611,My Own Private Idaho,102494,1991,my_own_private_idaho,7,32,27,5,84,8.7,6,6,0,100,3.6,8810,79,6401336,6401336,,2500000.0,,,Fine Line,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,7.0,17604.0
1614,In & Out,119360,1997,in_and_out,6.9,28,20,8,71,8,5,5,0,100,2.9,4273,47,63826569,83226569,,35000000.0,PG-13,92.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Frank Oz,6.1,18773.0
1616,The Peacemaker,119874,1997,1079516-peacemaker,6,31,13,18,41,5.4,6,0,6,0,2.8,6439,41,41263140,62967368,,50000000.0,R,123.0,Dreamworks SKG,Based on Magazine Article,Action,Contemporary Fiction,Mimi Leder,5.8,21524.0
1617,L.A. Confidential,119488,1997,la_confidential,8.6,83,82,1,98,8.1,21,20,1,95,3.7,25453,90,64604977,110604977,,35000000.0,R,137.0,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Curtis Hanson,8.4,165161.0
1619,Seven Years in Tibet,120102,1997,1079716-seven_years_in_tibet,6.3,32,19,13,59,6.2,5,2,3,40,3.4,13241,71,37945884,131445884,,70000000.0,PG-13,139.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Jean-Jacques Annaud,6.7,29020.0
1620,Kiss the Girls,119468,1997,kiss_the_girls,5.4,28,9,19,32,5.4,6,2,4,33,3.3,9940,68,60527873,60527873,,27000000.0,R,120.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,6.4,20932.0
1621,Soul Food,120169,1997,soul_food,6.3,41,33,8,80,6.4,13,10,3,76,3.6,3884,85,43492389,43492389,,7500000.0,R,114.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,6.4,2636.0
1625,The Game,119174,1997,1078955-game,7.2,43,30,13,69,7.2,11,7,4,63,3.5,23139,82,48265581,48265581,,50000000.0,R,128.0,Polygram,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,7.7,74136.0
1633,Ulee's Gold,120402,1997,ulees_gold,8,48,45,3,93,7.9,13,12,1,92,3.4,607,67,9054736,15600000,,2700000.0,R,,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,,7.0,4041.0
1635,The Ice Storm,119349,1997,ice_storm,7.6,56,46,10,82,7.3,13,10,3,76,3.6,7329,80,8038061,16011975,,18000000.0,R,,Fox Searchlight,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,7.5,27544.0
1639,Chasing Amy,118842,1997,chasing_amy,7.5,66,60,6,90,7.4,22,20,2,90,3.5,27129,81,12006514,15155095,,250000.0,R,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Kevin Smith,7.5,63591.0
1641,The Full Monty,119164,1997,full_monty,7.6,41,39,2,95,7.6,7,7,0,100,3.3,12102,73,45950122,257938649,,3500000.0,R,90.0,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,7.2,40877.0
1644,I Know What You Did Last Summer,119345,1997,i_know_what_you_did_last_summer,5.3,39,14,25,35,5.7,11,5,6,45,2.8,30659,49,72250091,125250091,,17000000.0,R,101.0,Sony Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,,5.4,36807.0
1653,Gattaca,119177,1997,gattaca,7.1,55,45,10,81,6.1,11,6,5,54,3.5,36666,82,12532777,12532777,,36000000.0,PG-13,,Sony Pictures,Original Screenplay,Drama,Science Fiction,Andrew Niccol,7.8,70906.0
1655,The Phantom of the Opera,293508,2004,phantom_of_the_opera,5,165,54,111,32,4.6,37,10,27,27,3.7,70849,86,51225796,158225796,,55000000.0,PG-13,143.0,Warner Bros.,Based on Musical/Opera,Musical,Historical Fiction,Joel Schumacher,7.2,42832.0
4794,The Phantom of the Opera,16220,1925,1016240-phantom_of_the_opera,7.9,33,29,4,87,5.8,7,4,3,57,3.7,6169,77,51225796,158225796,,55000000.0,PG-13,143.0,Warner Bros.,Based on Musical/Opera,Musical,Historical Fiction,Joel Schumacher,7.2,42832.0
1657,Wonderland,335563,2003,wonderland,5,98,34,64,34,4.5,32,7,25,21,3.3,3666,67,1060512,1060512,,5500000.0,R,,Lionsgate,Based on Real Life Events,Drama,Dramatization,,6.6,11966.0
1659,The Hurricane,174856,1999,1093641-hurricane,7,112,93,19,83,7.3,31,29,2,93,3.7,10473,84,50699241,73956241,,38000000.0,R,125.0,Universal,Based on Real Life Events,Drama,Dramatization,Norman Jewison,7.4,32172.0
3178,The Hurricane,29030,1937,1010242-hurricane,0,1,1,0,100,0,0,0,0,0,0,0,0,50699241,73956241,,38000000.0,R,125.0,Universal,Based on Real Life Events,Drama,Dramatization,Norman Jewison,7.4,32172.0
1660,Eve's Bayou,119080,1997,eves_bayou,7.5,50,40,10,80,7.9,14,12,2,85,3.9,1799,87,14843425,14843425,,5000000.0,R,109.0,Trimark,Original Screenplay,Drama,Historical Fiction,Kasi Lemmons,7.0,4509.0
1661,Switchback,119210,1997,switchback,4.8,25,8,17,32,4.2,6,1,5,16,3,1273,45,6504442,6504442,,38000000.0,R,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,,6.1,5141.0
1663,Stripes,83131,1981,stripes,6.6,33,29,4,87,0,4,3,1,75,0,0,0,85300000,85300000,,10000000.0,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,6.8,19618.0
1667,Mad City,119592,1997,mad_city,5.3,27,10,17,37,4.9,6,1,5,16,2.9,2188,42,10561038,10561038,,50000000.0,PG-13,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Costa-Gavras,6.1,9611.0
1672,The Rainmaker,119978,1997,1080867-rainmaker,6.9,44,37,7,84,7,11,9,2,81,3.3,5792,70,45916769,45916769,,40000000.0,PG-13,135.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Francis Ford Coppola,6.9,20514.0
1673,Boogie Nights,118749,1997,boogie_nights,8.1,64,59,5,92,8.8,11,11,0,100,3.5,22528,84,26410771,43111725,,15000000.0,R,152.0,New Line,Original Screenplay,Drama,Historical Fiction,Paul Thomas Anderson,7.9,70962.0
1674,Witness,90329,1985,1023854-witness,8.1,31,29,2,93,0,3,2,1,66,3.5,7634,76,65532576,65532576,,12000000.0,,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Peter Weir,7.6,30460.0
1676,Starship Troopers,120201,1997,starship_troopers,6,55,33,22,60,6.3,14,8,6,57,3,24350,67,54768952,121100000,,100000000.0,R,129.0,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,7.1,83516.0
1677,Critical Care,118901,1997,critical_care,6.3,15,8,7,53,7.2,9,7,2,77,2.8,392,28,220175,220175,,12000000.0,R,,,,,,Sidney Lumet,6.0,895.0
1679,Chairman of the Board,118836,1998,chairman_of_the_board,2.4,7,1,6,14,0,0,0,0,0,0,0,0,306715,306715,,7000000.0,PG-13,,Trimark,Original Screenplay,Comedy,Contemporary Fiction,,2.1,3164.0
1681,Mortal Kombat: Annihilation,119707,1997,mortal_kombat_annihilation,2.5,29,2,27,6,2.5,9,0,9,0,2.5,12426,36,35927406,51327406,,30000000.0,PG-13,91.0,New Line,Based on Game,Action,Fantasy,,3.2,16672.0
1682,The Truman Show,120382,1998,truman_show,8.2,96,91,5,94,7.9,20,18,2,90,3.4,62890,82,125618201,248400000,,60000000.0,PG,102.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,8.0,156346.0
1687,The Jackal,119395,1997,jackal,4.2,25,3,22,12,0,4,0,4,0,3.1,12495,57,54956941,159356941,,60000000.0,R,124.0,Universal,Remake,Thriller/Suspense,Contemporary Fiction,Michael Caton-Jones,6.0,35540.0
1688,Anastasia,118617,1997,1079818-anastasia,7.1,48,41,7,85,7.1,9,7,2,77,3.2,33076,70,58403409,139801410,,53000000.0,G,94.0,20th Century Fox,Based on Book/Short Story,Musical,Factual,Don Bluth,6.6,16513.0
1689,The Man Who Knew Too Little,120483,1997,man_who_knew_too_little,5.4,30,12,18,40,4.9,6,2,4,33,3,4269,64,13801755,13801755,,20000000.0,PG,,Warner Bros.,Based on Book/Short Story,Comedy,Contemporary Fiction,Jon Amiel,6.3,11307.0
1693,Amistad,118607,1997,amistad,6.9,57,44,13,77,6.6,10,6,4,60,3.5,9716,75,44212592,44212592,,40000000.0,R,152.0,Dreamworks SKG,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,7.1,28477.0
1694,The Apostle,118632,1997,apostle,8,44,40,4,90,8,10,9,1,90,3.6,2049,75,20733485,21277770,,5000000.0,PG-13,148.0,October Films,Original Screenplay,Drama,Contemporary Fiction,Robert Duvall,7.1,7757.0
1701,Deconstructing Harry,118954,1997,deconstructing_harry,7.2,33,23,10,69,7.5,6,4,2,66,3.6,5564,79,10686841,10686841,,20000000.0,R,,Fine Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,7.2,16820.0
1702,Flubber,119137,1997,flubber,3.7,29,5,24,17,4.3,6,1,5,16,2.8,23244,43,92993801,177993801,,80000000.0,PG,93.0,Walt Disney Pictures,Remake,Comedy,Kids Fiction,Les Mayfield,4.6,18890.0
1704,Good Will Hunting,119217,1997,good_will_hunting,8,69,67,2,97,7.9,16,16,0,100,3.9,63868,92,138433435,225933435,,10000000.0,R,126.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,8.1,150415.0
1711,Midnight in the Garden of Good and Evil,119668,1997,midnight_in_the_garden_of_good_and_evil,6.2,30,15,15,50,6.4,6,2,4,33,3.3,7144,65,25078937,25078937,,35000000.0,R,155.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Clint Eastwood,6.5,18960.0
1717,Scream 2,120082,1997,scream_2,6.8,66,53,13,80,7.4,17,16,1,94,2.9,29170,54,101363301,101363301,,24000000.0,R,120.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,5.9,48196.0
1719,The Sweet Hereafter,120255,1997,sweet_hereafter,8.8,52,52,0,100,8.6,16,16,0,100,4,3068,86,4306697,4306697,,5000000.0,R,,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,7.8,16280.0
1721,Titanic,120338,1997,titanic,7.4,97,80,17,82,6.6,29,21,8,72,3.3,464576,68,600788188,1842879955,,200000000.0,PG-13,194.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,7.4,240732.0
1722,Tomorrow Never Dies,120347,1997,tomorrow_never_dies,5.9,55,30,25,54,4.8,12,4,8,33,3.1,19587,60,125304276,339504276,,110000000.0,PG-13,119.0,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,6.4,46650.0
1723,Twisted,315297,2004,twisted,2.9,132,2,130,1,3.2,36,0,36,0,2.8,2961,40,25195050,40119848,,50000000.0,R,97.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Philip Kaufman,4.8,83.0
1726,The Postman,119925,1997,postman,3.8,31,3,28,9,3,6,0,6,0,2.8,8147,51,17650704,17650704,,80000000.0,R,177.0,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Kevin Costner,5.5,24045.0
1727,The Horse Whisperer,119314,1998,horse_whisperer,6.9,52,37,15,71,6.8,13,9,4,69,3.2,7903,71,75383563,75383563,,60000000.0,PG-13,168.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Robert Redford,6.3,15831.0
1729,Jackie Brown,119396,1997,jackie_brown,7.3,68,58,10,85,6.3,18,11,7,61,3.5,36248,78,39673162,72673162,,12000000.0,R,154.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Quentin Tarantino,7.6,84068.0
1730,Kundun,119485,1997,kundun,7.3,58,44,14,75,6.7,15,10,5,66,3.7,3355,77,5686694,5686694,,28000000.0,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Dramatization,Martin Scorsese,7.0,10248.0
1732,The Big Lebowski,118715,1998,big_lebowski,7.1,74,58,16,78,6.1,13,8,5,61,4,82903,93,17498804,46189568,,15000000.0,R,127.0,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,Joel Coen,8.2,177960.0
1744,Firestorm,120670,1998,firestorm-1998,0,0,0,0,0,0,0,0,0,0,0,0,0,8123860,8123860,,19000000.0,R,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,4.4,2118.0
1747,Wag the Dog,120885,1997,wag_the_dog,7.4,70,59,11,84,7.5,19,17,2,89,3.4,8216,72,43057470,64252038,,15000000.0,R,120.0,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Barry Levinson,7.0,36092.0
1748,Dark City,118929,1998,forgotten_city,0,2,0,2,0,0,0,0,0,0,0,0,0,14435076,27257061,,27000000.0,R,,New Line,Original Screenplay,Thriller/Suspense,Fantasy,Alex Proyas,7.8,62991.0
1753,Half Baked,120693,1998,half_baked,4.2,24,7,17,29,0,2,0,2,0,3.4,26499,82,17394881,17394881,,8000000.0,R,84.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,6.3,18791.0
1755,Shooting Fish,120122,1997,shooting_fish,5.8,28,16,12,57,5.2,5,1,4,20,3.5,1362,72,302204,302204,,4000000.0,PG,,Fox Searchlight,,,,,6.4,4849.0
1762,Deep Rising,118956,1998,deep_rising,4.2,27,8,19,29,3.9,6,1,5,16,2.8,3617,42,11203026,11203026,,45000000.0,R,,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Stephen Sommers,5.7,12484.0
1769,The Replacement Killers,120008,1998,replacement_killers,5.4,31,12,19,38,6,6,3,3,50,3,4222,51,19035741,19035741,,30000000.0,R,86.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,5.9,13905.0
1776,Joy Ride,206314,2001,joy_ride,6.6,111,82,29,73,6.7,29,23,6,79,3.1,9370,63,21973182,21973182,,23000000.0,R,97.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,John Dahl,5.4,118.0
1779,Sphere,120184,1998,sphere,4,49,6,43,12,3.8,12,1,11,8,2.7,9112,38,37068294,50168294,,73000000.0,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,5.6,31461.0
1784,As Good as It Gets,119822,1997,as_good_as_it_gets,7.2,75,64,11,85,7.3,21,19,2,90,3.5,30872,81,148478011,314111923,,50000000.0,PG-13,138.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,James L. Brooks,7.8,92240.0
1791,Twilight,1099212,2008,twilight,5.5,196,98,98,50,5.9,36,20,16,55,4.1,256646,82,15055091,15055091,,20000000.0,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,6.1,4840.0
1791,Twilight,1099212,2008,twilight,5.5,196,98,98,50,5.9,36,20,16,55,4.1,256646,82,192769854,396439854,193591463.0,37000000.0,PG-13,120.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Catherine Hardwicke,6.1,4840.0
1794,Love and Death on Long Island,119574,1997,love_and_death_on_long_island,8,35,31,4,88,8.3,6,6,0,100,3.2,643,54,2542264,2542264,,4030000.0,PG-13,,Lionsgate,Based on Book/Short Story,Drama,Contemporary Fiction,,6.9,2506.0
1801,The Man in the Iron Mask,120744,1998,1082400-man_in_the_iron_mask,5.4,35,11,24,31,6.2,7,2,5,28,3.1,24313,60,56968169,56968169,,35000000.0,PG-13,132.0,MGM,Based on Book/Short Story,Adventure,Historical Fiction,,7.2,561.0
1804,The Newton Boys,120769,1998,newton_boys,6.3,36,22,14,61,5.7,8,3,5,37,2.9,1826,43,10341093,10341093,,27000000.0,PG-13,,20th Century Fox,Based on Real Life Events,Drama,Dramatization,Richard Linklater,5.7,4443.0
1805,Where the Wild Things Are,386117,2009,where_the_wild_things_are,6.9,241,176,65,73,6.4,40,26,14,65,3.4,236581,59,77233467,99123656,27984751.0,100000000.0,PG,100.0,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Spike Jonze,7.2,30669.0
1810,Primary Colors,119942,1998,primary_colors,7.2,74,59,15,79,6.7,21,14,7,66,3,3209,55,39017984,39017984,,65000000.0,R,143.0,Universal,Based on Book/Short Story,Comedy,Dramatization,Mike Nichols,6.7,15340.0
1811,Niagara,46126,1953,niagara,6.2,10,8,2,80,0,0,0,0,0,0,0,0,2500000,2500000,,1250000.0,,,20th Century Fox,,,,,7.0,4698.0
1816,Two Girls and a Guy,124179,1997,two_girls_and_a_guy,5.6,57,30,27,52,6.4,18,10,8,55,2.8,1292,42,2057193,2315026,,1000000.0,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,James Toback,5.6,3722.0
1817,No Looking Back,119560,1998,no_looking_back,5.3,21,8,13,38,5.4,5,1,4,20,3.5,561,66,143273,143273,,5000000.0,R,,Gramercy,,,,Edward Burns,5.7,1145.0
1821,The Object of My Affection,120772,1998,object_of_my_affection,5.8,48,24,24,50,5.6,11,5,6,45,3,6363,54,29145924,29145924,,15000000.0,R,112.0,20th Century Fox,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,,5.9,8492.0
1822,Meet the Deedles,120645,1998,meet_the_deedles,2.4,26,1,25,3,3,5,0,5,0,2.6,1774,39,4356126,4356126,,24000000.0,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,3.4,1379.0
1825,The Players Club,119905,1998,players_club,5,15,4,11,26,6.3,5,3,2,60,3.6,5665,82,23047939,23047939,,5000000.0,R,104.0,New Line,Original Screenplay,Drama,Contemporary Fiction,,4.8,2072.0
1826,Barney's Great Adventure,120598,1998,barneys-adventure-bus,0,0,0,0,0,0,0,0,0,0,0,0,0,11156471,11156471,,15000000.0,G,,Polygram,Based on TV,Adventure,Kids Fiction,,2.1,1456.0
1827,Big,94737,1988,big,7.9,52,50,2,96,6.8,5,4,1,80,3.4,33658,73,114968774,151668774,,18000000.0,,,20th Century Fox,Original Screenplay,Comedy,Fantasy,Penny Marshall,7.2,49256.0
1831,Lost in Space,120738,1998,lost_in_space,4.6,46,12,34,26,5.3,8,2,6,25,2.5,8293,30,69117629,136117629,,80000000.0,PG-13,131.0,New Line,Based on TV,Adventure,Science Fiction,Stephen Hopkins,4.8,31611.0
1833,Mercury Rising,120749,1998,mercury_rising,4.2,35,6,29,17,4.6,8,1,7,12,3,7388,49,32983332,32983332,,60000000.0,R,112.0,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Harold Becker,5.8,21449.0
1835,City of Angels,120632,1998,starved,0,0,0,0,0,0,0,0,0,0,0,0,0,78750909,198750909,,55000000.0,PG-13,117.0,Warner Bros.,Remake,Drama,Fantasy,Brad Silberling,6.4,40053.0
1840,He Got Game,124718,1998,he_got_game,6.9,60,48,12,80,6.8,18,14,4,77,3.6,8293,81,21567853,21567853,,25000000.0,R,134.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,6.8,14494.0
1845,Zero Effect,120906,1998,zero_effect,6.7,38,25,13,65,6.2,5,2,3,40,3.5,1908,74,2080693,2080693,,5000000.0,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,6.8,8489.0
1848,The Borrowers,118755,1997,1081203-borrowers,6.6,24,17,7,70,7.5,7,6,1,85,2.8,4043,48,22619589,54045832,,29000000.0,PG,83.0,Polygram,Based on Book/Short Story,Comedy,Fantasy,Peter Hewitt,5.6,4340.0
1853,An Alan Smithee Film: Burn Hollywood Burn,118577,1997,burn_hollywood_burn,2.8,36,3,33,8,2.7,6,1,5,16,2.2,601,21,45779,45779,,10000000.0,R,,Walt Disney Pictures,Original Screenplay,Comedy,,Arthur Hiller,3.5,2152.0
1860,Karakter,119448,1997,character,7.3,25,23,2,92,7.9,6,6,0,100,4.1,754,89,713413,713413,,4500000.0,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,,7.8,5531.0
1866,The Big Hit,120609,1998,big_hit,5.1,39,16,23,41,6,10,5,5,50,3.1,4322,60,27066941,27066941,,13000000.0,R,91.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,5.8,14157.0
1870,"Dancer, Texas Pop. 81",118925,1998,dancer_texas,6.6,15,12,3,80,0,3,2,1,66,3.3,531,62,574838,574838,,2300000.0,PG,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,,
1872,Slumdog Millionaire,1010048,2008,slumdog_millionaire,8.2,220,206,14,93,8.2,38,36,2,94,4,328969,90,141319928,365257315,31952272.0,14000000.0,R,116.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Danny Boyle,8.3,176325.0
1875,Clockwatchers,118866,1997,clockwatchers,6.9,24,20,4,83,6.6,5,4,1,80,3.2,947,56,444354,444354,,2000000.0,PG-13,,Artistic License,,,,,5.9,3171.0
1876,Deep Impact,120647,1998,deep_impact,5.7,51,24,27,47,5.9,6,2,4,33,2.9,28624,51,140464664,349464664,,80000000.0,PG-13,120.0,Paramount Pictures,Original Screenplay,Adventure,Science Fiction,Mimi Leder,6.0,54160.0
1881,Quest for Camelot,120800,1998,quest_for_camelot,5.3,21,7,14,33,5.9,6,2,4,33,3.1,4041,62,22772500,38172500,,40000000.0,G,85.0,Warner Bros.,Based on Book/Short Story,Adventure,Kids Fiction,,5.0,3053.0
1882,Godzilla,120685,1998,godzilla,4.7,59,15,44,25,5.7,9,3,6,33,2.6,17658,38,136314294,376000000,,125000000.0,PG-13,139.0,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,4.8,59455.0
1883,Bulworth,118798,1998,bulworth,7,61,46,15,75,7.6,10,8,2,80,3.1,3041,60,26528684,29203383,,30000000.0,R,107.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Warren Beatty,6.8,15486.0
1884,Fear and Loathing in Las Vegas,120669,1998,fear_and_loathing_in_las_vegas,5.8,45,21,24,46,4.1,6,0,6,0,3.9,75860,90,10680275,13711903,,18500000.0,R,,Universal,Based on Book/Short Story,Comedy,Dramatization,Terry Gilliam,7.6,81560.0
1888,Hope Floats,119313,1998,hope_floats,4.9,31,7,24,22,4.8,7,0,7,0,3.3,12082,73,60110313,81529000,,30000000.0,PG-13,114.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Forest Whitaker,5.3,9168.0
1889,Insomnia,278504,2002,1114154-insomnia,7.7,166,153,13,92,7.8,33,31,2,93,3.2,18085,66,67263182,113622499,,46000000.0,R,118.0,Warner Bros.,Remake,Thriller/Suspense,Contemporary Fiction,Christopher Nolan,6.3,33.0
1891,Coyote Ugly,200550,2000,coyote_ugly,3.9,94,20,74,21,3.6,27,5,22,18,3.2,65988,73,60786269,115786269,,45000000.0,PG-13,101.0,Walt Disney Pictures,Based on Real Life Events,Drama,Contemporary Fiction,,5.3,33808.0
1895,Can't Hardly Wait,127723,1998,cant_hardly_wait,5.4,45,20,25,44,5.4,12,5,7,41,3.1,11719,60,25358996,25358996,,10000000.0,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,6.2,19470.0
1898,The Land Girls,119494,1998,land_girls,6.7,17,11,6,64,6.1,7,2,5,28,3.3,693,54,146083,146083,,8000000.0,R,,Gramercy,,,,,6.1,1071.0
1900,Bacheha-Ye aseman,118849,1997,the-children-of-heaven,7.6,25,21,4,84,7.6,5,4,1,80,4.4,3834,94,925402,925402,,180000.0,PG,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,8.0,6657.0
1903,Hav Plenty,126938,1997,hav_plenty,5.2,21,8,13,38,6.6,6,4,2,66,3.9,465,80,2301777,2301777,,650000.0,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,5.6,580.0
1907,Mulan,120762,1998,mulan,7.5,72,62,10,86,7,14,10,4,71,3.4,52938,78,120620254,303500000,,90000000.0,G,88.0,Walt Disney Pictures,Traditional/Legend/Fairytale,Adventure,Dramatization,,7.2,34256.0
1911,Doctor Dolittle,118998,1998,dr_dolittle,5.2,49,21,28,42,5.5,8,4,4,50,2.8,23847,46,144156605,294156605,,71500000.0,PG-13,85.0,20th Century Fox,Remake,Comedy,Kids Fiction,Betty Thomas,5.2,25648.0
1912,Out of Sight,120780,1998,1083436-1083436-out_of_sight,7.9,69,64,5,92,8,14,13,1,92,3.2,11285,65,37562568,37562568,,48000000.0,R,129.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Steven Soderbergh,7.1,38263.0
1914,Smoke Signals,120321,1998,smoke_signals,7.3,29,25,4,86,8.1,5,5,0,100,3.9,2767,83,6719300,7756617,,2000000.0,PG-13,,Miramax,Based on Book/Short Story,Comedy,Contemporary Fiction,,6.9,5058.0
1916,Buffalo '66,118789,1998,buffalo_66,7,40,31,9,77,7.1,7,5,2,71,3.8,7504,87,2380606,2380606,,1500000.0,R,,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Vincent Gallo,7.3,17762.0
1917,Armageddon,120591,1998,armageddon,5.1,77,32,45,41,3.8,17,3,14,17,3.5,105398,77,201578182,554600000,,140000000.0,PG-13,150.0,Walt Disney Pictures,Original Screenplay,Adventure,Contemporary Fiction,Michael Bay,6.1,194.0
